OBJECTID	FOD_ID	FPA_ID	SOURCE_SYSTEM_TYPE	SOURCE_SYSTEM	NWCG_REPORTING_AGENCY	NWCG_REPORTING_UNIT_ID	NWCG_REPORTING_UNIT_NAME	SOURCE_REPORTING_UNIT	SOURCE_REPORTING_UNIT_NAME	LOCAL_FIRE_REPORT_ID	LOCAL_INCIDENT_ID	FIRE_CODE	FIRE_NAME	ICS_209_INCIDENT_NUMBER	ICS_209_NAME	MTBS_ID	MTBS_FIRE_NAME	COMPLEX_NAME	FIRE_YEAR	DISCOVERY_DATE	DISCOVERY_DOY	DISCOVERY_TIME	STAT_CAUSE_CODE	STAT_CAUSE_DESCR	CONT_DATE	CONT_DOY	CONT_TIME	FIRE_SIZE	FIRE_SIZE_CLASS	LATITUDE	LONGITUDE	OWNER_CODE	OWNER_DESCR	STATE	COUNTY	FIPS_CODE	FIPS_NAME	Shape
1748676	300089321	SFO-2014NENFS19963	NONFED	ST-NASF	ST/C&L	USNENES	Nebraska Department of Forestry	NENFS	Nebraska Forest Service		19963								2014	2456676.5	19	0410	5	Debris Burning	2456676.5	19	0450	0.101	A	41.38762	-97.48383	14	MISSING/NOT SPECIFIED	NE				
1748677	300089322	SFO-2014NCNCSNCST-081-20140004	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-081-20140004		WAKE UP						2014	2456676.5	19	0658	5	Debris Burning	2456676.5	19	0710	0.3	B	35.32116666	-81.93025	14	MISSING/NOT SPECIFIED	NC	Rutherford	161	Rutherford	
1748678	300089326	SFO-2014GAGAS-FY2014-Johnson-016	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Johnson-016		FY2014-JOHNSON-016						2014	2456676.5	19	1029	5	Debris Burning	2456676.5	19	1125	0.47	B	32.66638889	-82.54152778	8	PRIVATE	GA	Johnson             	167	Johnson	
1748679	300089327	SFO-2014GAGAS-FY2014-Montgomery-006	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Montgomery-006		FY2014-MONTGOMERY-006						2014	2456676.5	19	1118	5	Debris Burning	2456676.5	19	1129	0.36	B	32.16883333	-82.45686111	8	PRIVATE	GA	Montgomery          	209	Montgomery	
1748680	300089328	SFO-2014NCNCSNCST-067-20140002	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-067-20140002		ANGOLA HWY FIRE						2014	2456676.5	19	1041	5	Debris Burning	2456676.5	19	1130	1	B	34.70945	-77.63943333	14	MISSING/NOT SPECIFIED	NC	Onslow	133	Onslow	
1748681	300089331	SFO-2014GAGAS-FY2014-Polk-014	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Polk-014		FY2014-POLK-014						2014	2456676.5	19	1150	5	Debris Burning	2456676.5	19	1231	3.48	B	34.09335278	-85.17888056	8	PRIVATE	GA	Polk                	233	Polk	
1748682	300089332	SFO-2014SCSCS14FF0235	NONFED	ST-NASF	ST/C&L	USSCSCS	South Carolina Forestry Commission	SCSCS	South Carolina Forestry Commission		14FF0235								2014	2456676.5	19	1210	5	Debris Burning	2456676.5	19	1236	3	B	33.994648	-80.561813	8	PRIVATE	SC	Sumter County	085	Sumter	
1748683	300089333	SFO-2014NCNCSNCST-059-20140001	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-059-20140001		TANYA DRIVE						2014	2456676.5	19	1217	5	Debris Burning	2456676.5	19	1237	0.5	B	35.69611666	-81.90518333	14	MISSING/NOT SPECIFIED	NC	McDowell	111	McDowell	
1748684	300089334	SFO-2014GAGAS-FY2014-Coweta-003	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Coweta-003		FY2014-COWETA-003						2014	2456676.5	19	1126	5	Debris Burning	2456676.5	19	1246	9	B	33.24097778	-84.75958333	8	PRIVATE	GA	Coweta              	077	Coweta	
1748685	300089335	SFO-2014NCNCSNCST-024-20140009	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-024-20140009		HERBERT NORRIS						2014	2456676.5	19	1204	5	Debris Burning	2456676.5	19	1250	0.1	A	34.08631666	-78.77011666	14	MISSING/NOT SPECIFIED	NC	Columbus	047	Columbus	
1748686	300089336	SFO-2014TXTXS1956	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXTXS	Texas Forest Service		1956		6023						2014	2456675.5	18	1803	5	Debris Burning	2456676.5	19	1302	8	B	32.28225	-94.84391667	14	MISSING/NOT SPECIFIED	TX	Rusk	401	Rusk	
1748687	300089337	SFO-2014AR-ARSSTO3573155	NONFED	ST-NASF	ST/C&L	USARARS	Arkansas Forestry Commission	ARARS	Arkansas Forestry Commission		STO3573155		STO3573155						2014	2456676.5	19	1158	5	Debris Burning	2456676.5	19	1302	2	B	35.7189	-92.335	8	PRIVATE	AR	STONE	137	Stone	
1748688	300089338	SFO-2014CACDFFKU000930	NONFED	ST-NASF	ST/C&L	USCAFKU	Fresno-Kings Unit	CAFKU	CDF - Fresno-Kings Unit		FKU000930								2014	2456676.5	19	1229	5	Debris Burning	2456676.5	19	1317	4	B	36.655833	-119.54155	14	MISSING/NOT SPECIFIED	CA	FRESNO	019	Fresno	
1748689	300089339	SFO-2014GAGAS-FY2014-Coweta-004	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Coweta-004		FY2014-COWETA-004						2014	2456676.5	19	1246	5	Debris Burning	2456676.5	19	1325	0.07	A	33.25581389	-84.71669444	8	PRIVATE	GA	Coweta              	077	Coweta	
1748690	300089340	SFO-2014GAGAS-FY2014-Lumpkin-009	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Lumpkin-009		FY2014-LUMPKIN-009						2014	2456676.5	19	1243	5	Debris Burning	2456676.5	19	1333	0.5	B	34.49499722	-84.03521667	8	PRIVATE	GA	Lumpkin             	187	Lumpkin	
1748691	300089342	SFO-2014GAGAS-FY2014-Johnson-017	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Johnson-017		FY2014-JOHNSON-017						2014	2456676.5	19	1317	5	Debris Burning	2456676.5	19	1345	0.9	B	32.68761111	-82.76191667	8	PRIVATE	GA	Johnson             	167	Johnson	
1748692	300089344	SFO-2014MDMDS4484	NONFED	ST-NASF	ST/C&L	USMDMDS	Maryland Department of Natural Resources Forest Service	MDMDS	Maryland Department of Natural Resources Forest Service		4484								2014	2456676.5	19	1330	5	Debris Burning	2456676.5	19	1400	1	B	39.03493	-75.87502	8	PRIVATE	MD	Caroline	011	Caroline	
1748693	300089345	SFO-2014TXTXS1958	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXTXS	Texas Forest Service		1958		9016						2014	2456676.5	19	1245	5	Debris Burning	2456676.5	19	1408	1	B	30.16736667	-94.01193333	14	MISSING/NOT SPECIFIED	TX	Orange	361	Orange	
1748694	300089346	SFO-2014NCNCSNCST-011-20140001	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-011-20140001		COLD SPRINGS LN						2014	2456676.5	19	1357	5	Debris Burning	2456676.5	19	1412	0.2	A	35.57825	-82.69683333	14	MISSING/NOT SPECIFIED	NC	Buncombe	021	Buncombe	
1748695	300089347	SFO-2014TNTNS14-H0003	NONFED	ST-NASF	ST/C&L	USTNTNS	Tennessee Division of Forestry	TNTNS	Tennessee Division of Forestry		14-H0003		CENTER POINT						2014	2456676.5	19	1245	5	Debris Burning	2456676.5	19	1415	5	B	36.3114	-87.481717	8	PRIVATE	TN	DICKSON	043	Dickson	
1748696	300089348	SFO-2014NCNCSNCST-081-20140006	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-081-20140006		CHRISTMA TREE						2014	2456676.5	19	1400	5	Debris Burning	2456676.5	19	1415	0.5	B	35.23435	-81.96075	14	MISSING/NOT SPECIFIED	NC	Rutherford	161	Rutherford	
1748697	300089349	SFO-2014GAGAS-FY2014-Twiggs-017	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Twiggs-017		FY2014-TWIGGS-017						2014	2456676.5	19	1327	5	Debris Burning	2456676.5	19	1418	0.9	B	32.64002778	-83.51419444	8	PRIVATE	GA	Twiggs              	289	Twiggs	
1748698	300089351	SFO-2014NCNCSNCST-043-20140016	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-043-20140016		TRUCK FIRE						2014	2456676.5	19	1353	5	Debris Burning	2456676.5	19	1429	5	B	35.3032	-79.05928333	14	MISSING/NOT SPECIFIED	NC	Harnett	085	Harnett	
1748699	300089352	SFO-2014AR-ARSHEM1721432	NONFED	ST-NASF	ST/C&L	USARARS	Arkansas Forestry Commission	ARARS	Arkansas Forestry Commission		HEM1721432		HEM1721432						2014	2456676.5	19	1220	5	Debris Burning	2456676.5	19	1430	3	B	33.78291	-93.54881	8	PRIVATE	AR	HEMPSTEAD	057	Hempstead	
1748700	300089353	SFO-2014AR-ARSSEB241981	NONFED	ST-NASF	ST/C&L	USARARS	Arkansas Forestry Commission	ARARS	Arkansas Forestry Commission		SEB241981		SEB241981						2014	2456676.5	19	1335	5	Debris Burning	2456676.5	19	1430	5	B	35.06449	-94.346	8	PRIVATE	AR	SEBASTIAN	131	Sebastian	
1748701	300089354	SFO-2014NCNCSNCST-067-20140003	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-067-20140003		WINDY BRANCH FIRE						2014	2456676.5	19	1401	5	Debris Burning	2456676.5	19	1434	0.5	B	34.84191666	-77.5067	14	MISSING/NOT SPECIFIED	NC	Onslow	133	Onslow	
1748702	300089355	SFO-2014MO-MOS93836	NONFED	ST-NASF	ST/C&L	USMOMOS	Missouri Department of Conservation	MOMOS	Missouri Department of Conservation		93836								2014	2456676.5	19	1405	5	Debris Burning	2456676.5	19	1436	1.5	B	38.33	-93.03383333	14	MISSING/NOT SPECIFIED	MO	Benton	015	Benton	
1748703	300089356	SFO-2014GAGAS-FY2014-Oglethorpe-006	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Oglethorpe-006		FY2014-OGLETHORPE-006						2014	2456676.5	19	1313	5	Debris Burning	2456676.5	19	1440	34	C	33.90259722	-83.21257778	8	PRIVATE	GA	Oglethorpe          	221	Oglethorpe	
1748704	300089358	SFO-2014TXTXS1959	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXTXS	Texas Forest Service		1959		9017						2014	2456676.5	19	1340	5	Debris Burning	2456676.5	19	1444	5	B	31.31831667	-93.96576667	14	MISSING/NOT SPECIFIED	TX	Sabine	403	Sabine	
1748705	300089359	SFO-2014AR-ARSJOH2671772	NONFED	ST-NASF	ST/C&L	USARARS	Arkansas Forestry Commission	ARARS	Arkansas Forestry Commission		JOH2671772		JOH2671772						2014	2456676.5	19	1440	5	Debris Burning	2456676.5	19	1445	2	B	33.51567	-93.29293	8	PRIVATE	AR	JOHNSON	071	Johnson	
1748706	300089360	SFO-2014SCSCS14FF0236	NONFED	ST-NASF	ST/C&L	USSCSCS	South Carolina Forestry Commission	SCSCS	South Carolina Forestry Commission		14FF0236								2014	2456676.5	19	1335	5	Debris Burning	2456676.5	19	1446	4	B	33.855698	-79.740417	8	PRIVATE	SC	Florence County	041	Florence	
1748707	300089361	SFO-2014TNTNS14-W0018	NONFED	ST-NASF	ST/C&L	USTNTNS	Tennessee Division of Forestry	TNTNS	Tennessee Division of Forestry		14-W0018		BURBRIDGE						2014	2456676.5	19	1344	5	Debris Burning	2456676.5	19	1446	3.5	B	36.397783	-88.204933	8	PRIVATE	TN	HENRY	079	Henry	
1748708	300089362	SFO-2014MO-MOS93721	NONFED	ST-NASF	ST/C&L	USMOMOS	Missouri Department of Conservation	MOMOS	Missouri Department of Conservation		93721								2014	2456676.5	19	1417	5	Debris Burning	2456676.5	19	1449	5	B	39.136	-93.084	14	MISSING/NOT SPECIFIED	MO	Saline	195	Saline	
1748709	300089363	SFO-2014AR-ARSLOG2268365	NONFED	ST-NASF	ST/C&L	USARARS	Arkansas Forestry Commission	ARARS	Arkansas Forestry Commission		LOG2268365		LOG2268365						2014	2456676.5	19	1250	5	Debris Burning	2456676.5	19	1455	4	B	35.08419	-93.78194	8	PRIVATE	AR	LOGAN	083	Logan	
1748710	300089365	SFO-2014AR-ARSHEM2694545	NONFED	ST-NASF	ST/C&L	USARARS	Arkansas Forestry Commission	ARARS	Arkansas Forestry Commission		HEM2694545		HEM2694545						2014	2456676.5	19	1340	5	Debris Burning	2456676.5	19	1500	11	C	33.58799	-93.6691	8	PRIVATE	AR	HEMPSTEAD	057	Hempstead	
1748711	300089367	SFO-2014AR-ARSRAN3498149	NONFED	ST-NASF	ST/C&L	USARARS	Arkansas Forestry Commission	ARARS	Arkansas Forestry Commission		RAN3498149		RAN3498149						2014	2456676.5	19	1320	5	Debris Burning	2456676.5	19	1500	22	C	36.41014	-91.10916	8	PRIVATE	AR	RANDOLPH	121	Randolph	
1748712	300089369	SFO-2014MSMFC33144	NONFED	ST-NASF	ST/C&L	USMSMSS	Mississippi Forestry Commission	MSMFC	Mississippi Forestry Commission		33144		10920140119011						2014	2456676.5	19	1320	5	Debris Burning	2456676.5	19	1502	8	B	30.48381601	-89.70211316	8	PRIVATE	MS	PEARL RIVER	109	Pearl River	
1748713	300089370	SFO-2014TXTXS1961	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXTXS	Texas Forest Service		1961		6024						2014	2456676.5	19	1347	5	Debris Burning	2456676.5	19	1503	1	B	32.5122	-94.66113333	14	MISSING/NOT SPECIFIED	TX	Harrison	203	Harrison	
1748714	300089371	SFO-2014CACDFLMU000282	NONFED	ST-NASF	ST/C&L	USCALMU	Lassen-Modoc Unit	CALMU	Lassen-Modoc Unit		LMU000282								2014	2456676.5	19	1452	5	Debris Burning	2456676.5	19	1505	1.7	B	41.024433	-121.113933	14	MISSING/NOT SPECIFIED	CA	LASSEN	035	Lassen	
1748715	300089375	SFO-2014MSMFC33123	NONFED	ST-NASF	ST/C&L	USMSMSS	Mississippi Forestry Commission	MSMFC	Mississippi Forestry Commission		33123		10920140119014						2014	2456676.5	19	1425	5	Debris Burning	2456676.5	19	1518	1	B	30.49983294	-89.72049351	8	PRIVATE	MS	PEARL RIVER	109	Pearl River	
1748716	300089376	SFO-2014GAGAS-FY2014-Berrien-003	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Berrien-003		FY2014-BERRIEN-003						2014	2456676.5	19	1449	5	Debris Burning	2456676.5	19	1520	1	B	31.19947222	-83.24430556	14	MISSING/NOT SPECIFIED	GA	Berrien             	019	Berrien	
1748717	300089377	SFO-2014GAGAS-FY2014-Meriwether-006	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Meriwether-006		FY2014-MERIWETHER-006						2014	2456676.5	19	1409	5	Debris Burning	2456676.5	19	1520	0.6	B	33.10736389	-84.74923333	8	PRIVATE	GA	Meriwether          	199	Meriwether	
1748718	300089378	SFO-2014NCNCSNCST-004-20140004	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-004-20140004		WHERE IS MY LINE						2014	2456676.5	19	1511	5	Debris Burning	2456676.5	19	1523	0.1	A	34.93676666	-80.10471666	14	MISSING/NOT SPECIFIED	NC	Anson	007	Anson	
1748719	300089379	SFO-2014GAGAS-FY2014-Colquitt-020	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Colquitt-020		FY2014-COLQUITT-020						2014	2456676.5	19	1426	5	Debris Burning	2456676.5	19	1523	0.19	A	31.16493889	-83.73263056	8	PRIVATE	GA	Colquitt            	071	Colquitt	
1748720	300089380	SFO-2014MO-MOS98002	NONFED	ST-NASF	ST/C&L	USMOMOS	Missouri Department of Conservation	MOMOS	Missouri Department of Conservation		98002								2014	2456676.5	19	1453	5	Debris Burning	2456676.5	19	1524	3	B	38.327	-91.261	14	MISSING/NOT SPECIFIED	MO	Crawford	055	Crawford	
1748721	300089381	SFO-2014NCNCSNCST-084-20140003	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-084-20140003		HORSE ARENA						2014	2456676.5	19	1502	5	Debris Burning	2456676.5	19	1527	1	B	35.39075	-80.3325	14	MISSING/NOT SPECIFIED	NC	Stanly	167	Stanly	
1748722	300089382	SFO-2014GAGAS-FY2014-Wheeler-015	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Wheeler-015		FY2014-WHEELER-015						2014	2456676.5	19	1407	5	Debris Burning	2456676.5	19	1532	9.3	B	32.15426389	-82.88273611	8	PRIVATE	GA	Wheeler             	309	Wheeler	
1748723	300089383	SFO-2014SCSCS14FF0238	NONFED	ST-NASF	ST/C&L	USSCSCS	South Carolina Forestry Commission	SCSCS	South Carolina Forestry Commission		14FF0238								2014	2456676.5	19	1518	5	Debris Burning	2456676.5	19	1533	1	B	33.818005	-80.026161	8	PRIVATE	SC	Clarendon County	027	Clarendon	
1748724	300089385	SFO-2014MO-MOS93276	NONFED	ST-NASF	ST/C&L	USMOMOS	Missouri Department of Conservation	MOMOS	Missouri Department of Conservation		93276								2014	2456676.5	19	1300	5	Debris Burning	2456676.5	19	1545	10	C	37.10722222	-91.31888889	14	MISSING/NOT SPECIFIED	MO	Shannon	203	Shannon	
1748725	300089386	SFO-2014GAGAS-FY2014-Worth-005	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Worth-005		FY2014-WORTH-005						2014	2456676.5	19	1436	5	Debris Burning	2456676.5	19	1554	3.16	B	31.75416667	-83.79733333	8	PRIVATE	GA	Worth               	321	Worth	
1748726	300089387	SFO-2014GAGAS-FY2014-Laurens-057	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Laurens-057		FY2014-LAURENS-057						2014	2456676.5	19	1513	5	Debris Burning	2456676.5	19	1556	14.4	C	32.349475	-82.93866389	8	PRIVATE	GA	Laurens             	175	Laurens	
1748727	300089388	SFO-2014TNTNS14-H0010	NONFED	ST-NASF	ST/C&L	USTNTNS	Tennessee Division of Forestry	TNTNS	Tennessee Division of Forestry		14-H0010		PRICE LN						2014	2456676.5	19	1500	5	Debris Burning	2456676.5	19	1600	25	C	35.069917	-86.497983	8	PRIVATE	TN	LINCOLN	103	Lincoln	
1748728	300089390	SFO-2014MO-MOS94448	NONFED	ST-NASF	ST/C&L	USMOMOS	Missouri Department of Conservation	MOMOS	Missouri Department of Conservation		94448								2014	2456676.5	19	1544	5	Debris Burning	2456676.5	19	1606	1	B	38.395521	-91.289435	14	MISSING/NOT SPECIFIED	MO	Franklin	071	Franklin	
1748729	300089391	SFO-2014MO-MOS93730	NONFED	ST-NASF	ST/C&L	USMOMOS	Missouri Department of Conservation	MOMOS	Missouri Department of Conservation		93730								2014	2456676.5	19	1535	5	Debris Burning	2456676.5	19	1615	2	B	37.5493832	-90.37861	14	MISSING/NOT SPECIFIED	MO	Madison	123	Madison	
1748730	300089394	SFO-2014SCSCS14WF0166	NONFED	ST-NASF	ST/C&L	USSCSCS	South Carolina Forestry Commission	SCSCS	South Carolina Forestry Commission		14WF0166								2014	2456676.5	19	1450	5	Debris Burning	2456676.5	19	1629	9	B	33.574883	-80.928452	8	PRIVATE	SC	Orangeburg County	075	Orangeburg	
1748731	300089395	SFO-2014TNTNS14-H0004	NONFED	ST-NASF	ST/C&L	USTNTNS	Tennessee Division of Forestry	TNTNS	Tennessee Division of Forestry		14-H0004		KOMARA FIRE						2014	2456676.5	19	1531	5	Debris Burning	2456676.5	19	1630	3	B	35.2057	-86.915317	8	PRIVATE	TN	GILES	055	Giles	
1748732	300089396	SFO-2014AR-ARSSAL1962737	NONFED	ST-NASF	ST/C&L	USARARS	Arkansas Forestry Commission	ARARS	Arkansas Forestry Commission		SAL1962737		SAL1962737	249867	DANVILLE				2014	2456676.5	19	1350	5	Debris Burning	2456676.5	19	1630	60	C	34.6888	-92.90078	8	PRIVATE	AR	SALINE	125	Saline	
1748733	300089398	SFO-2014AR-ARSVAN1866395	NONFED	ST-NASF	ST/C&L	USARARS	Arkansas Forestry Commission	ARARS	Arkansas Forestry Commission		VAN1866395		VAN1866395						2014	2456676.5	19	1527	5	Debris Burning	2456676.5	19	1635	1	B	35.6621	-92.7025	8	PRIVATE	AR	VAN BUREN	141	Van Buren	
1748734	300089399	SFO-2014GAGAS-FY2014-Colquitt-021	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Colquitt-021		FY2014-COLQUITT-021						2014	2456676.5	19	1606	5	Debris Burning	2456676.5	19	1645	1.1	B	31.21026389	-83.69972222	8	PRIVATE	GA	Colquitt            	071	Colquitt	
1748735	300089400	SFO-2014NCNCSNCST-053-20140003	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-053-20140003		PITT BULL						2014	2456676.5	19	1504	5	Debris Burning	2456676.5	19	1650	0.1	A	35.50833333	-79.30166666	14	MISSING/NOT SPECIFIED	NC	Lee	105	Lee	
1748736	300089401	SFO-2014GAGAS-FY2014-Upson-009	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Upson-009		FY2014-UPSON-009						2014	2456676.5	19	1525	5	Debris Burning	2456676.5	19	1651	1.2	B	32.81825833	-84.13431667	8	PRIVATE	GA	Upson               	293	Upson	
1748737	300089402	SFO-2014AR-ARSFUL3622145	NONFED	ST-NASF	ST/C&L	USARARS	Arkansas Forestry Commission	ARARS	Arkansas Forestry Commission		FUL3622145		FUL3622145						2014	2456676.5	19	1540	5	Debris Burning	2456676.5	19	1655	1	B	36.25386	-91.73342	8	PRIVATE	AR	FULTON	049	Fulton	
1748738	300089403	SFO-2014FLFLS2014150031	NONFED	ST-NASF	ST/C&L	USFLFLS	Florida Forest Service	FLFLS	Florida Forest Service		2014150031		BERMONT RD. (08)						2014	2456676.5	19	1515	5	Debris Burning	2456676.5	19	1657	30	C	26.9602	-81.621	8	PRIVATE	FL	Charlotte	015	Charlotte	
1748739	300089404	SFO-2014NENFS17634	NONFED	ST-NASF	ST/C&L	USNENES	Nebraska Department of Forestry	NENFS	Nebraska Forest Service		17634								2014	2456676.5	19	1604	5	Debris Burning	2456676.5	19	1700	2	B	41.681	-96.29278	14	MISSING/NOT SPECIFIED	NE				
1748740	300089405	SFO-2014GAGAS-FY2014-Telfair-007	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Telfair-007		FY2014-TELFAIR-007						2014	2456676.5	19	1611	5	Debris Burning	2456676.5	19	1707	0.1	A	31.9319	-83.00143056	8	PRIVATE	GA	Telfair             	271	Telfair	
1748741	300089410	SFO-2014NENFS17286	NONFED	ST-NASF	ST/C&L	USNENES	Nebraska Department of Forestry	NENFS	Nebraska Forest Service		17286								2014	2456676.5	19	1550	5	Debris Burning	2456676.5	19	1716	15	C	40.72628	-96.8017	14	MISSING/NOT SPECIFIED	NE				
1748742	300089411	SFO-2014GAGAS-FY2014-Chatham-002	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Chatham-002		FY2014-CHATHAM-002						2014	2456676.5	19	1552	5	Debris Burning	2456676.5	19	1733	1	B	32.14099167	-81.32109444	8	PRIVATE	GA	Chatham             	051	Chatham	
1748743	300089414	SFO-2014MSMFC51820	NONFED	ST-NASF	ST/C&L	USMSMSS	Mississippi Forestry Commission	MSMFC	Mississippi Forestry Commission		51820		12120140119001						2014	2456676.5	19	1630	5	Debris Burning	2456676.5	19	1742	5	B	32.39226731	-89.87749495	8	PRIVATE	MS	RANKIN	121	Rankin	
1748744	300089415	SFO-2014AR-ARSCLE1931195	NONFED	ST-NASF	ST/C&L	USARARS	Arkansas Forestry Commission	ARARS	Arkansas Forestry Commission		CLE1931195		CLE1931195						2014	2456676.5	19	1611	5	Debris Burning	2456676.5	19	1745	3	B	35.43109	-92.04114	8	PRIVATE	AR	CLEBURNE	023	Cleburne	
1748745	300089416	SFO-2014MO-MOS93450	NONFED	ST-NASF	ST/C&L	USMOMOS	Missouri Department of Conservation	MOMOS	Missouri Department of Conservation		93450								2014	2456676.5	19	1709	5	Debris Burning	2456676.5	19	1754	1	B	36.5013	-94.2647	14	MISSING/NOT SPECIFIED	MO	Newton	145	Newton	
1748746	300089417	SFO-2014FLFLS2014070017	NONFED	ST-NASF	ST/C&L	USFLFLS	Florida Forest Service	FLFLS	Florida Forest Service		2014070017		BAY ROAD (45)						2014	2456676.5	19	1615	5	Debris Burning	2456676.5	19	1757	0.9	B	30.6856	-82.003	8	PRIVATE	FL	Nassau	089	Nassau	
1748747	300089418	SFO-2014AR-ARSCLE1754962	NONFED	ST-NASF	ST/C&L	USARARS	Arkansas Forestry Commission	ARARS	Arkansas Forestry Commission		CLE1754962		CLE1754962						2014	2456676.5	19	1025	5	Debris Burning	2456676.5	19	1800	60	C	35.696	-92.052	8	PRIVATE	AR	CLEBURNE	023	Cleburne	
1748748	300089419	SFO-2014CACDFTCU001167	NONFED	ST-NASF	ST/C&L	USCATCU	Tuolumne-Calaveras Unit	CATCU	Tuolumne-Calaveras Unit		TCU001167								2014	2456676.5	19	1743	5	Debris Burning	2456676.5	19	1816	0.1	A	37.985183	-120.081333	15	UNDEFINED FEDERAL	CA	MADERA	039	Madera	
1748749	300089422	SFO-2014MSMFC9577	NONFED	ST-NASF	ST/C&L	USMSMSS	Mississippi Forestry Commission	MSMFC	Mississippi Forestry Commission		9577		07920140119002						2014	2456676.5	19	1420	5	Debris Burning	2456676.5	19	1845	80	C	32.58721634	-89.65624179	8	PRIVATE	MS	LEAKE	079	Leake	
1748750	300089423	SFO-2014NENFS17302	NONFED	ST-NASF	ST/C&L	USNENES	Nebraska Department of Forestry	NENFS	Nebraska Forest Service		17302								2014	2456676.5	19	1715	5	Debris Burning	2456676.5	19	1900	0.5	B	41.86025	-97.05853	14	MISSING/NOT SPECIFIED	NE				
1748751	300089425	SFO-2014MO-MOS93478	NONFED	ST-NASF	ST/C&L	USMOMOS	Missouri Department of Conservation	MOMOS	Missouri Department of Conservation		93478								2014	2456676.5	19	1818	5	Debris Burning	2456676.5	19	1909	1	B	37.101693	-92.974611	14	MISSING/NOT SPECIFIED	MO	Christian	043	Christian	
